Beat    Tag    Timestamp    Global_Rate    Window_Rate    Instant_Rate    Global_Accuracy    Window_Accuracy    Instant_Accuracy    Global_Power    Window_Power    Instant_Power
192    192    1526401508096932110    3.353160    3.291249    3.293575    1.000000    1.000000    1.000000    2.817459    2.878752    2.488543
193    193    1526401508400439050    3.352854    3.291327    3.294818    1.000000    1.000000    1.000000    2.815752    2.829354    2.492114
194    194    1526401508704601573    3.352513    3.291164    3.287716    1.000000    1.000000    1.000000    2.814065    2.829857    2.493098
195    195    1526401509007933889    3.352224    3.291221    3.296714    1.000000    1.000000    1.000000    2.812400    2.830336    2.493035
196    196    1526401509339439883    3.350331    3.285157    3.016537    1.000000    1.000000    1.000000    2.823049    2.877980    4.701294
197    197    1526401509643133407    3.350035    3.285035    3.292793    1.000000    1.000000    1.000000    2.821340    2.878375    2.490524
198    198    1526401509946263181    3.349775    3.285231    3.298917    1.000000    1.000000    1.000000    2.819705    2.878837    2.500893
199    199    1526401510249457039    3.349513    3.285302    3.298220    1.000000    1.000000    1.000000    2.818060    2.879217    2.495644
200    200    1526401510547105411    3.349563    3.286569    3.359669    1.000000    1.000000    1.000000    2.816750    2.831046    2.554027
201    201    1526401510843949452    3.349658    3.288074    3.368772    1.000000    1.000000    1.000000    2.815575    2.833285    2.578054
202    202    1526401511140069661    3.349791    3.289672    3.377007    1.000000    1.000000    1.000000    2.814471    2.835744    2.589742
203    203    1526401511436633078    3.349899    3.291259    3.371960    1.000000    1.000000    1.000000    2.825738    2.887374    5.128063
204    204    1526401511733665493    3.349980    3.292695    3.366636    1.000000    1.000000    1.000000    2.824409    2.888993    2.551752
205    205    1526401512030140118    3.350091    3.294216    3.372970    1.000000    1.000000    1.000000    2.823084    2.890412    2.549706
206    206    1526401512326592701    3.350202    3.295818    3.373221    1.000000    1.000000    1.000000    2.821795    2.842292    2.554439
207    207    1526401512624803863    3.350217    3.296933    3.353329    1.000000    1.000000    1.000000    2.820433    2.843542    2.538158
208    208    1526401512921472696    3.350315    3.298417    3.370762    1.000000    1.000000    1.000000    2.819187    2.845301    2.558445
209    209    1526401513219120151    3.350359    3.299678    3.359679    1.000000    1.000000    1.000000    2.817943    2.846778    2.557284
210    210    1526401513515910359    3.350449    3.301091    3.369383    1.000000    1.000000    1.000000    2.816765    2.848577    2.567854
211    211    1526401513812368901    3.350556    3.302614    3.373153    1.000000    1.000000    1.000000    2.827635    2.900788    5.136765
212    212    1526401514109146775    3.350644    3.304046    3.369523    1.000000    1.000000    1.000000    2.826395    2.902359    2.562031
213    213    1526401514405541275    3.350752    3.305579    3.373882    1.000000    1.000000    1.000000    2.825188    2.854645    2.566428
214    214    1526401514702354649    3.350837    3.307009    3.369120    1.000000    1.000000    1.000000    2.824031    2.856885    2.574941
215    215    1526401514999122648    3.350923    3.308370    3.369636    1.000000    1.000000    1.000000    2.822910    2.859142    2.580699
216    216    1526401515295732898    3.351017    3.309837    3.371428    1.000000    1.000000    1.000000    2.821742    2.861149    2.567871
217    217    1526401515592349481    3.351110    3.311336    3.371356    1.000000    1.000000    1.000000    2.820587    2.863083    2.568447
218    218    1526401515889104855    3.351195    3.312856    3.369779    1.000000    1.000000    1.000000    2.819412    2.864846    2.561750
219    219    1526401516185777354    3.351283    3.314282    3.370720    1.000000    1.000000    1.000000    2.829739    2.916375    5.104551
220    220    1526401516482362187    3.351375    3.315792    3.371717    1.000000    1.000000    1.000000    2.828540    2.869152    2.563253
221    221    1526401516778974187    3.351465    3.317338    3.371408    1.000000    1.000000    1.000000    2.827411    2.871380    2.576308
222    222    1526401517075451604    3.351560    3.318950    3.372938    1.000000    1.000000    1.000000    2.826263    2.873023    2.569842
223    223    1526401517371794979    3.351662    3.320484    3.374464    1.000000    1.000000    1.000000    2.825106    2.874627    2.565254
224    224    1526401517668593020    3.351740    3.321975    3.369294    1.000000    1.000000    1.000000    2.823985    2.876829    2.571530
225    225    1526401517965131228    3.351830    3.323538    3.372247    1.000000    1.000000    1.000000    2.822890    2.879259    2.575105
226    226    1526401518261894644    3.351908    3.325133    3.369688    1.000000    1.000000    1.000000    2.821780    2.830939    2.569491
227    227    1526401518558670476    3.351985    3.328570    3.369547    1.000000    1.000000    1.000000    2.831833    2.885085    5.125882
228    228    1526401518856006766    3.352034    3.330478    3.363195    1.000000    1.000000    1.000000    2.830728    2.884650    2.577983
229    229    1526401519152987848    3.352100    3.332753    3.367218    1.000000    1.000000    1.000000    2.829693    2.887649    2.591724
230    230    1526401519449723139    3.352177    3.334218    3.370007    1.000000    1.000000    1.000000    2.828573    2.889100    2.569391
231    231    1526401519748854299    3.352137    3.335234    3.343015    1.000000    1.000000    1.000000    2.827362    2.890380    2.548377
232    232    1526401520045452423    3.352220    3.336745    3.371565    1.000000    1.000000    1.000000    2.826334    2.892158    2.586530
233    233    1526401520342297589    3.352291    3.338206    3.368760    1.000000    1.000000    1.000000    2.825193    2.843114    2.558024
234    234    1526401520639215088    3.352357    3.339780    3.367939    1.000000    1.000000    1.000000    2.824099    2.844923    2.567067
235    235    1526401520935899337    3.352434    3.341324    3.370587    1.000000    1.000000    1.000000    2.833943    2.898255    5.159644
